CD_GEOCODM,NOME,POPULACAO
1300144,Apuí,21973
1300201,Atalaia do Norte,19921
1300300,Autazes,39565
1300409,Barcelos,27502
1300508,Barreirinha,32041
1300607,Benjamin Constant,42984
1300631,Beruri,19679
1300680,Boa Vista do Ramos,19207
1300706,Boca do Acre,34308
1300805,Borba,41161
1300839,Caapiranga,13081
1300904,Canutama,15629
1301001,Carauari,28294
1301100,Careiro,37869
1301159,Careiro da Várzea,30225
1301209,Coari,85097
1301308,Codajás,28637
1301407,Eirunepé,35273
1301506,Envira,20033
1301605,Fonte Boa,17609
1301654,Guajará,16678
1301704,Humaitá,55080
1301803,Ipixuna,29689
1301852,Iranduba,48296
1301902,Itacoatiara,101337
1301951,Itamarati,7851
1302009,Itapiranga,9148
1302108,Japurá,2755
1302207,Juruá,14712
1302306,Jutaí,14317
1302405,Lábrea,46069
1302504,Manacapuru,97377
1302553,Manaquiri,32105
1302603,Manaus,2182763
1302702,Manicoré,55751
1302801,Maraã,18224
1302900,Maués,63905
1303007,Nhamundá,21173
1303106,Nova Olinda do Norte,37378
1303205,Novo Airão,19454
1303304,Novo Aripuanã,25644
1303403,Parintins,114273
1303502,Pauini,19426
1303536,Presidente Figueiredo,36279
1303569,Rio Preto da Eva,33347
1303601,Santa Isabel do Rio Negro,25156
1303700,Santo Antônio do Içá,21602
1303809,São Gabriel da Cachoeira,45564
1303908,São Paulo de Olivença,39299
1303957,São Sebastião do Uatumã,14020
1304005,Silves,9171
1304062,Tabatinga,65844
1304104,Tapauá,17156
1304203,Tefé,59849
1304237,Tonantins,18755
1304260,Uarini,13540
1304302,Urucará,16256
1304401,Urucurituba,23065
1400027,Amajari,12796
1400050,Alto Alegre,15510
1400100,Boa Vista,399213
1400159,Bonfim,12409
1400175,Cantá,18335
1400209,Caracaraí,21926
1400233,Caroebe,10169
1400282,Iracema,11950
1400308,Mucajaí,17853
1400407,Normandia,11290
1400456,Pacaraima,17401
1400472,Rorainópolis,30163
1400506,São João da Baliza,8201
1400605,São Luiz,7986
1400704,Uiramutã,10559
1500107,Abaetetuba,157698
1500131,Abel Figueiredo,7434
1500206,Acará,55591
1500305,Afuá,39218
1500347,Água Azul do Norte,27430
1500404,Alenquer,56789
1500503,Almeirim,34109
1500602,Altamira,114594
1500701,Anajás,29277
1500800,Ananindeua,530598
1500859,Anapu,27890
1500909,Augusto Corrêa,45998
1500958,Aurora do Pará,31338
1501006,Aveiro,16388
1501105,Bagre,30673
1501204,Baião,47446
1501253,Bannach,3286
1501303,Barcarena,124680
1501402,Belém,1492745
1501451,Belterra,17732
1501501,Benevides,62737
1501576,Bom Jesus do Tocantins,16981
1501600,Bonito,16286
1501709,Bragança,127686
1501725,Brasil Novo,15086
1501758,Brejo Grande do Araguaia,7380
1501782,Breu Branco,66046
1501808,Breves,102701
1501907,Bujaru,29132
1501956,Cachoeira do Piriá,33900
1502004,Cachoeira do Arari,23767
1502103,Cametá,137890
1502152,Canaã dos Carajás,37085
1502202,Capanema,69027
1502301,Capitão Poço,54303
1502400,Castanhal,200793
1502509,Chaves,23717
1502608,Colares,12085
1502707,Conceição do Araguaia,47864
1502756,Concórdia do Pará,33318
1502764,Cumaru do Norte,13473
1502772,Curionópolis,17929
1502806,Curralinho,34448
1502855,Curuá,14393
1502905,Curuçá,40066
1502939,Dom Eliseu,59719
1502954,Eldorado do Carajás,33808
1503002,Faro,7194
1503044,Floresta do Araguaia,20304
1503077,Garrafão do Norte,26066
1503093,Goianésia do Pará,40475
1503101,Gurupá,33376
1503200,Igarapé-Açu,38807
1503309,Igarapé-Miri,62698
1503408,Inhangapi,11711
1503457,Ipixuna do Pará,64053
1503507,Irituia,32550
1503606,Itaituba,101247
1503705,Itupiranga,53269
1503754,Jacareacanga,8239
1503804,Jacundá,59155
1503903,Juruti,57943
1504000,Limoeiro do Ajuru,28935
1504059,Mãe do Rio,30077
1504109,Magalhães Barata,8548
1504208,Marabá,279349
1504307,Maracanã,29473
1504406,Marapanim,28336
1504422,Marituba,131521
1504455,Medicilândia,31597
1504505,Melgaço,27654
1504604,Mocajuba,31136
1504703,Moju,82094
1504752,Mojuí dos Campos,16084
1504802,Monte Alegre,58032
1504901,Muaná,40349
1504950,Nova Esperança do Piriá,21368
1504976,Nova Ipixuna,16678
1505007,Nova Timboteua,15363
1505031,Novo Progresso,25762
1505064,Novo Repartimento,75919
1505106,Óbidos,52137
1505205,Oeiras do Pará,32512
1505304,Oriximiná,73096
1505403,Ourém,17842
1505437,Ourilândia do Norte,32832
1505486,Pacajá,47706
1505494,Palestina do Pará,7589
1505502,Paragominas,113145
1505536,Parauapebas,208273
1505551,Pau D'Arco,5483
1505601,Peixe-Boi,8077
1505635,Piçarra,12981
1505650,Placas,30982
1505700,Ponta de Pedras,31082
1505809,Portel,62043
1505908,Porto de Moz,41135
1506005,Prainha,29866
1506104,Primavera,10825
1506112,Quatipuru,13608
1506138,Redenção,84787
1506161,Rio Maria,18193
1506187,Rondon do Pará,52357
1506195,Rurópolis,50510
1506203,Salinópolis,40675
1506302,Salvaterra,23752
1506351,Santa Bárbara do Pará,21079
1506401,Santa Cruz do Arari,10128
1506500,Santa Izabel do Pará,70801
1506559,Santa Luzia do Pará,19848
1506583,Santa Maria das Barreiras,21449
1506609,Santa Maria do Pará,24861
1506708,Santana do Araguaia,72817
1506807,Santarém,304589
1506906,Santarém Novo,6709
1507003,Santo Antônio do Tauá,31482
1507102,São Caetano de Odivelas,18050
1507151,São Domingos do Araguaia,25557
1507201,São Domingos do Capim,31989
1507300,São Félix do Xingu,128481
1507409,São Francisco do Pará,15882
1507458,São Geraldo do Araguaia,24847
1507466,São João da Ponta,6139
1507474,São João de Pirabas,23045
1507508,São João do Araguaia,13996
1507607,São Miguel do Guamá,58986
1507706,São Sebastião da Boa Vista,26640
1507755,Sapucaia,5930
1507805,Senador José Porfírio,11658
1507904,Soure,25374
1507953,Tailândia,106339
1507961,Terra Alta,11720
1507979,Terra Santa,18769
1508001,Tomé-Açu,63447
1508035,Tracuateua,30959
1508050,Trairão,18989
1508084,Tucumã,39602
1508100,Tucuruí,113659
1508126,Ulianópolis,59210
1508159,Uruará,45476
1508209,Vigia,53686
1508308,Viseu,61403
1508357,Vitória do Xingu,15134
1508407,Xinguara,44751
1600055,Serra do Navio,5397
1600105,Amapá,9109
1600154,Pedra Branca do Amapari,16502
1600204,Calçoene,11117
1600212,Cutias,5983
1600238,Ferreira Gomes,7780
1600253,Itaubal,5503
1600279,Laranjal do Jari,50410
1600303,Macapá,503327
1600402,Mazagão,21632
1600501,Oiapoque,27270
1600535,Porto Grande,21971
1600550,Pracuúba,5120
1600600,Santana,121364
1600709,Tartarugalzinho,17315
1600808,Vitória do Jari,15931
1700251,Abreulândia,2579
1700301,Aguiarnópolis,6733
1700350,Aliança do Tocantins,5390
1700400,Almas,7055
1700707,Alvorada,8412
1701002,Ananás,9549
1701051,Angico,3433
1701101,Aparecida do Rio Negro,4795
1701309,Aragominas,5758
1701903,Araguacema,7086
1702000,Araguaçu,8517
1702109,Araguaína,180470
1702158,Araguanã,5729
1702208,Araguatins,35761
1702307,Arapoema,6643
1702406,Arraias,10567
1702554,Augustinópolis,18412
1702703,Aurora do Tocantins,3757
1702901,Axixá do Tocantins,9756
1703008,Babaçulândia,10664
1703057,Bandeirantes do Tocantins,3553
1703073,Barra do Ouro,4591
1703107,Barrolândia,5632
1703206,Bernardo Sayão,4459
1703305,Bom Jesus do Tocantins,4894
1703602,Brasilândia do Tocantins,2201
1703701,Brejinho de Nazaré,5497
1703800,Buriti do Tocantins,11348
1703826,Cachoeirinha,2275
1703842,Campos Lindos,10116
1703867,Cariri do Tocantins,4382
1703883,Carmolândia,2580
1703891,Carrasco Bonito,4095
1703909,Caseara,5369
1704105,Centenário,2905
1704600,Chapada de Areia,1406
1705102,Chapada da Natividade,3333
1705508,Colinas do Tocantins,35424
1705557,Combinado,4852
1705607,Conceição do Tocantins,4105
1706001,Couto Magalhães,5588
1706100,Cristalândia,7289
1706258,Crixás do Tocantins,1722
1706506,Darcinópolis,6097
1707009,Dianópolis,22139
1707108,Divinópolis do Tocantins,6900
1707207,Dois Irmãos do Tocantins,7198
1707306,Dueré,4686
1707405,Esperantina,10996
1707553,Fátima,3835
1707652,Figueirópolis,5263
1707702,Filadélfia,8856
1708205,Formoso do Araguaia,18440
1708254,Tabocão,2589
1708304,Goianorte,5123
1709005,Goiatins,13019
1709302,Guaraí,25923
1709500,Gurupi,86647
1709807,Ipueiras,2015
1710508,Itacajá,7433
1710706,Itaguatins,5864
1710904,Itapiratins,3777
1711100,Itaporã do Tocantins,2427
1711506,Jaú do Tocantins,3849
1711803,Juarina,2193
1711902,Lagoa da Confusão,13357
1711951,Lagoa do Tocantins,4316
1712009,Lajeado,3134
1712157,Lavandeira,1923
1712405,Lizarda,3740
1712454,Luzinópolis,3108
1712504,Marianópolis do Tocantins,5175
1712702,Mateiros,2684
1712801,Maurilândia do Tocantins,3426
1713205,Miracema do Tocantins,18248
1713304,Miranorte,13434
1713601,Monte do Carmo,7947
1713700,Monte Santo do Tocantins,2279
1713809,Palmeiras do Tocantins,6658
1713957,Muricilândia,3551
1714203,Natividade,9244
1714302,Nazaré,3898
1714880,Nova Olinda,11819
1715002,Nova Rosalândia,4260
1715101,Novo Acordo,4342
1715150,Novo Alegre,2332
1715259,Novo Jardim,2722
1715507,Oliveira de Fátima,1112
1715705,Palmeirante,6026
1715754,Palmeirópolis,7659
1716109,Paraíso do Tocantins,51252
1716208,Paranã,10449
1716307,Pau D'Arco,4849
1716505,Pedro Afonso,13578
1716604,Peixe,11749
1716653,Pequizeiro,5477
1716703,Colméia,8205
1717008,Pindorama do Tocantins,4447
1717206,Piraquê,3028
1717503,Pium,7654
1717800,Ponte Alta do Bom Jesus,4596
1717909,Ponte Alta do Tocantins,8039
1718006,Porto Alegre do Tocantins,3139
1718204,Porto Nacional,53010
1718303,Praia Norte,8432
1718402,Presidente Kennedy,3684
1718451,Pugmil,2688
1718501,Recursolândia,4293
1718550,Riachinho,4645
1718659,Rio da Conceição,2130
1718709,Rio dos Bois,2834
1718758,Rio Sono,6478
1718808,Sampaio,4711
1718840,Sandolândia,3375
1718865,Santa Fé do Araguaia,7512
1718881,Santa Maria do Tocantins,3434
1718899,Santa Rita do Tocantins,2365
1718907,Santa Rosa do Tocantins,4829
1719004,Santa Tereza do Tocantins,2866
1720002,Santa Terezinha do Tocantins,2529
1720101,São Bento do Tocantins,5324
1720150,São Félix do Tocantins,1585
1720200,São Miguel do Tocantins,12139
1720259,São Salvador do Tocantins,3082
1720309,São Sebastião do Tocantins,4805
1720499,São Valério,3960
1720655,Silvanópolis,5403
1720804,Sítio Novo do Tocantins,9029
1720853,Sucupira,1966
1720903,Taguatinga,16683
1720937,Taipas do Tocantins,2148
1720978,Talismã,2793
1721000,Palmas,299127
1721109,Tocantínia,7545
1721208,Tocantinópolis,22870
1721257,Tupirama,1891
1721307,Tupiratins,2671
1722081,Wanderlândia,11683
1722107,Xambioá,11540
2100055,Açailândia,112445
2100105,Afonso Cunha,6524
2100154,Água Doce do Maranhão,12571
2100204,Alcântara,22097
2100303,Aldeias Altas,26532
2100402,Altamira do Maranhão,8128
2100436,Alto Alegre do Maranhão,27053
2100477,Alto Alegre do Pindaré,31919
2100501,Alto Parnaíba,11190
2100550,Amapá do Maranhão,6962
2100600,Amarante do Maranhão,41435
2100709,Anajatuba,26803
2100808,Anapurus,15732
2100832,Apicum-Açu,17239
2100873,Araguanã,15426
2100907,Araioses,46440
2100956,Arame,32701
2101004,Arari,29848
2101103,Axixá,12130
2101202,Bacabal,104949
2101251,Bacabeira,17055
2101301,Bacuri,18582
2101350,Bacurituba,5644
2101400,Balsas,94887
2101509,Barão de Grajaú,18820
2101608,Barra do Corda,88212
2101707,Barreirinhas,62528
2101731,Belágua,7469
2101772,Bela Vista do Maranhão,11209
2101806,Benedito Leite,5632
2101905,Bequimão,21280
2101939,Bernardo do Mearim,6043
2101970,Boa Vista do Gurupi,9287
2102002,Bom Jardim,41630
2102036,Bom Jesus das Selvas,34028
2102077,Bom Lugar,16294
2102101,Brejo,36397
2102150,Brejo de Areia,9188
2102200,Buriti,28678
2102309,Buriti Bravo,23884
2102325,Buriticupu,72358
2102358,Buritirana,15430
2102374,Cachoeira Grande,9431
2102408,Cajapió,11177
2102507,Cajari,19379
2102556,Campestre do Maranhão,14374
2102606,Cândido Mendes,20178
2102705,Cantanhede,21995
2102754,Capinzal do Norte,10934
2102804,Carolina,24322
2102903,Carutapera,23807
2103000,Caxias,164880
2103109,Cedral,10675
2103125,Central do Maranhão,8673
2103158,Centro do Guilherme,13458
2103174,Centro Novo do Maranhão,21622
2103208,Chapadinha,79675
2103257,Cidelândia,14697
2103307,Codó,122859
2103406,Coelho Neto,49435
2103505,Colinas,41178
2103554,Conceição do Lago-Açu,16237
2103604,Coroatá,65296
2103703,Cururupu,32695
2103752,Davinópolis,12908
2103802,Dom Pedro,23350
2103901,Duque Bacelar,11349
2104008,Esperantinópolis,17241
2104057,Estreito,41946
2104073,Feira Nova do Maranhão,8504
2104081,Fernando Falcão,10360
2104099,Formosa da Serra Negra,19089
2104107,Fortaleza dos Nogueiras,12631
2104206,Fortuna,15552
2104305,Godofredo Viana,11819
2104404,Gonçalves Dias,17934
2104503,Governador Archer,10840
2104552,Governador Edison Lobão,18296
2104602,Governador Eugênio Barros,16828
2104628,Governador Luiz Rocha,7807
2104651,Governador Newton Bello,10180
2104677,Governador Nunes Freire,25577
2104701,Graça Aranha,6262
2104800,Grajaú,69527
2104909,Guimarães,12030
2105005,Humberto de Campos,28717
2105104,Icatu,27113
2105153,Igarapé do Meio,14177
2105203,Igarapé Grande,11320
2105302,Imperatriz,258682
2105351,Itaipava do Grajaú,16057
2105401,Itapecuru Mirim,68203
2105427,Itinga do Maranhão,26000
2105450,Jatobá,10153
2105476,Jenipapo dos Vieiras,16515
2105500,João Lisboa,23632
2105609,Joselândia,16168
2105658,Junco do Maranhão,3432
2105708,Lago da Pedra,50266
2105807,Lago do Junco,10840
2105906,Lago Verde,16257
2105922,Lagoa do Mato,11250
2105948,Lago dos Rodrigues,8873
2105963,Lagoa Grande do Maranhão,11394
2105989,Lajeado Novo,7550
2106003,Lima Campos,11893
2106102,Loreto,12157
2106201,Luís Domingues,6951
2106300,Magalhães de Almeida,19826
2106326,Maracaçumé,21395
2106359,Marajá do Sena,7792
2106375,Maranhãozinho,16265
2106409,Mata Roma,16829
2106508,Matinha,23370
2106607,Matões,33782
2106631,Matões do Norte,16745
2106672,Milagres do Maranhão,8464
2106706,Mirador,21015
2106755,Miranda do Norte,28381
2106805,Mirinzal,14962
2106904,Monção,33434
2107001,Montes Altos,9160
2107100,Morros,19433
2107209,Nina Rodrigues,14454
2107258,Nova Colinas,5384
2107308,Nova Iorque,4683
2107357,Nova Olinda do Maranhão,20928
2107407,Olho d'Água das Cunhãs,19505
2107456,Olinda Nova do Maranhão,14701
2107506,Paço do Lumiar,122197
2107605,Palmeirândia,19722
2107704,Paraibano,21386
2107803,Parnarama,34907
2107902,Passagem Franca,19019
2108009,Pastos Bons,19472
2108058,Paulino Neves,16035
2108108,Paulo Ramos,21040
2108207,Pedreiras,39229
2108256,Pedro do Rosário,25144
2108306,Penalva,38470
2108405,Peri Mirim,14318
2108454,Peritoró,23196
2108504,Pindaré-Mirim,32941
2108603,Pinheiro,83387
2108702,Pio XII,21485
2108801,Pirapemas,18625
2108900,Poção de Pedras,17873
2109007,Porto Franco,23885
2109056,Porto Rico do Maranhão,5975
2109106,Presidente Dutra,47804
2109205,Presidente Juscelino,12734
2109239,Presidente Médici,7015
2109270,Presidente Sarney,18918
2109304,Presidente Vargas,11193
2109403,Primeira Cruz,15315
2109452,Raposa,30761
2109502,Riachão,20195
2109551,Ribamar Fiquene,7791
2109601,Rosário,42740
2109700,Sambaíba,5671
2109759,Santa Filomena do Maranhão,7773
2109809,Santa Helena,42130
2109908,Santa Inês,89044
2110005,Santa Luzia,72667
2110039,Santa Luzia do Paruá,25254
2110104,Santa Quitéria do Maranhão,25642
2110203,Santa Rita,37855
2110237,Santana do Maranhão,13386
2110278,Santo Amaro do Maranhão,15846
2110302,Santo Antônio dos Lopes,14528
2110401,São Benedito do Rio Preto,18663
2110500,São Bento,45211
2110609,São Bernardo,28507
2110658,São Domingos do Azeitão,7392
2110708,São Domingos do Maranhão,34376
2110807,São Félix de Balsas,4585
2110856,São Francisco do Brejão,11798
2110906,São Francisco do Maranhão,12210
2111003,São João Batista,20665
2111029,São João do Carú,15808
2111052,São João do Paraíso,11177
2111078,São João do Soter,18543
2111102,São João dos Patos,25929
2111201,São José de Ribamar,177687
2111250,São José dos Basílios,7641
2111300,São Luís,1101884
2111409,São Luís Gonzaga do Maranhão,18856
2111508,São Mateus do Maranhão,41529
2111532,São Pedro da Água Branca,12690
2111573,São Pedro dos Crentes,4668
2111607,São Raimundo das Mangabeiras,18868
2111631,São Raimundo do Doca Bezerra,5237
2111672,São Roberto,6719
2111706,São Vicente Ferrer,22247
2111722,Satubinha,13914
2111748,Senador Alexandre Costa,11141
2111763,Senador La Rocque,14293
2111789,Serrano do Maranhão,10253
2111805,Sítio Novo,18081
2111904,Sucupira do Norte,10636
2111953,Sucupira do Riachão,5660
2112001,Tasso Fragoso,8521
2112100,Timbiras,29124
2112209,Timon,169107
2112233,Trizidela do Vale,21998
2112274,Tufilândia,5840
2112308,Tuntum,41832
2112407,Turiaçu,35604
2112456,Turilândia,25619
2112506,Tutóia,58860
2112605,Urbano Santos,33122
2112704,Vargem Grande,56510
2112803,Viana,52441
2112852,Vila Nova dos Martírios,13392
2112902,Vitória do Mearim,32764
2113009,Vitorino Freire,31523
2114007,Zé Doca,51714
2200053,Acauã,7084
2200103,Agricolândia,5139
2200202,Água Branca,17411
2200251,Alagoinha do Piauí,7651
2200277,Alegrete do Piauí,4915
2200301,Alto Longá,14304
2200400,Altos,40524
2200459,Alvorada do Gurguéia,5419
2200509,Amarante,17598
2200608,Angical do Piauí,6788
2200707,Anísio de Abreu,9880
2200806,Antônio Almeida,3164
2200905,Aroazes,5835
2200954,Aroeiras do Itaim,2551
2201002,Arraial,4727
2201051,Assunção do Piauí,7846
2201101,Avelino Lopes,11289
2201150,Baixa Grande do Ribeiro,11586
2201176,Barra D'Alcântara,3951
2201200,Barras,47066
2201309,Barreiras do Piauí,3348
2201408,Barro Duro,7032
2201507,Batalha,26857
2201556,Bela Vista do Piauí,4015
2201572,Belém do Piauí,3566
2201606,Beneditinos,10467
2201705,Bertolínia,5501
2201739,Betânia do Piauí,6205
2201770,Boa Hora,6781
2201804,Bocaina,4500
2201903,Bom Jesus,25179
2201919,Bom Princípio do Piauí,5630
2201929,Bonfim do Piauí,5670
2201945,Boqueirão do Piauí,6407
2201960,Brasileira,8329
2201988,Brejo do Piauí,3875
2202000,Buriti dos Lopes,19781
2202026,Buriti dos Montes,8244
2202059,Cabeceiras do Piauí,10586
2202075,Cajazeiras do Piauí,3559
2202083,Cajueiro da Praia,7642
2202091,Caldeirão Grande do Piauí,5776
2202109,Campinas do Piauí,5613
2202117,Campo Alegre do Fidalgo,5045
2202133,Campo Grande do Piauí,5943
2202174,Campo Largo do Piauí,7279
2202208,Campo Maior,46833
2202251,Canavieira,3950
2202307,Canto do Buriti,21187
2202406,Capitão de Campos,11417
2202455,Capitão Gervásio Oliveira,4100
2202505,Caracol,10916
2202539,Caraúbas do Piauí,5868
2202554,Caridade do Piauí,5067
2202604,Castelo do Piauí,19716
2202653,Caxingó,5424
2202703,Cocal,27787
2202711,Cocal de Telha,4891
2202729,Cocal dos Alves,6153
2202737,Coivaras,4020
2202752,Colônia do Gurguéia,6484
2202778,Colônia do Piauí,7656
2202802,Conceição do Canindé,4803
2202851,Coronel José Dias,4682
2202901,Corrente,26644
2203008,Cristalândia do Piauí,8294
2203107,Cristino Castro,10423
2203206,Curimatá,11388
2203230,Currais,4954
2203255,Curralinhos,4443
2203271,Curral Novo do Piauí,5343
2203305,Demerval Lobão,13817
2203354,Dirceu Arcoverde,7011
2203404,Dom Expedito Lopes,6904
2203420,Domingos Mourão,4355
2203453,Dom Inocêncio,9556
2203503,Elesbão Veloso,14602
2203602,Eliseu Martins,4915
2203701,Esperantina,39737
2203750,Fartura do Piauí,5307
2203800,Flores do Piauí,4463
2203859,Floresta do Piauí,2558
2203909,Floriano,59935
2204006,Francinópolis,5348
2204105,Francisco Ayres,4348
2204154,Francisco Macedo,3184
2204204,Francisco Santos,9319
2204303,Fronteiras,11625
2204352,Geminiano,5442
2204402,Gilbués,10690
2204501,Guadalupe,10499
2204550,Guaribas,4562
2204600,Hugo Napoleão,3877
2204659,Ilha Grande,9426
2204709,Inhuma,15308
2204808,Ipiranga do Piauí,9811
2204907,Isaías Coelho,8549
2205003,Itainópolis,11530
2205102,Itaueira,11019
2205151,Jacobina do Piauí,5741
2205201,Jaicós,19104
2205250,Jardim do Mulato,4504
2205276,Jatobá do Piauí,4865
2205300,Jerumenha,4452
2205359,João Costa,3008
2205409,Joaquim Pires,14354
2205458,Joca Marques,5443
2205508,José de Freitas,39208
2205516,Juazeiro do Piauí,5478
2205524,Júlio Borges,5627
2205532,Jurema,4763
2205540,Lagoinha do Piauí,2845
2205557,Lagoa Alegre,8542
2205565,Lagoa do Barro do Piauí,4655
2205573,Lagoa de São Francisco,6758
2205581,Lagoa do Piauí,4064
2205599,Lagoa do Sítio,5177
2205607,Landri Sales,5295
2205706,Luís Correia,30311
2205805,Luzilândia,25486
2205854,Madeiro,8310
2205904,Manoel Emídio,5349
2205953,Marcolândia,8492
2206001,Marcos Parente,4549
2206050,Massapê do Piauí,6441
2206100,Matias Olímpio,10936
2206209,Miguel Alves,33760
2206308,Miguel Leão,1246
2206357,Milton Brandão,6613
2206407,Monsenhor Gil,10564
2206506,Monsenhor Hipólito,7749
2206605,Monte Alegre do Piauí,10613
2206654,Morro Cabeça no Tempo,4532
2206670,Morro do Chapéu do Piauí,6796
2206696,Murici dos Portelas,9159
2206704,Nazaré do Piauí,7339
2206720,Nazária,8570
2206753,Nossa Senhora de Nazaré,4870
2206803,Nossa Senhora dos Remédios,8692
2206902,Novo Oriente do Piauí,6565
2206951,Novo Santo Antônio,2991
2207009,Oeiras,37029
2207108,Olho D'Água do Piauí,2459
2207207,Padre Marcos,6868
2207306,Paes Landim,4129
2207355,Pajeú do Piauí,3389
2207405,Palmeira do Piauí,5043
2207504,Palmeirais,14539
2207553,Paquetá,3945
2207603,Parnaguá,10791
2207702,Parnaíba,153078
2207751,Passagem Franca do Piauí,4313
2207777,Patos do Piauí,6392
2207793,Pau D'Arco do Piauí,4045
2207801,Paulistana,20523
2207850,Pavussu,3677
2207900,Pedro II,38742
2207934,Pedro Laurentino,2536
2207959,Nova Santa Rita,4374
2208007,Picos,78222
2208106,Pimenteiras,12127
2208205,Pio IX,18425
2208304,Piracuruca,28791
2208403,Piripiri,63742
2208502,Porto,12568
2208551,Porto Alegre do Piauí,2710
2208601,Prata do Piauí,3151
2208650,Queimada Nova,8992
2208700,Redenção do Gurguéia,8778
2208809,Regeneração,17978
2208858,Riacho Frio,4312
2208874,Ribeira do Piauí,4477
2208908,Ribeiro Gonçalves,7341
2209005,Rio Grande do Piauí,6432
2209104,Santa Cruz do Piauí,6240
2209153,Santa Cruz dos Milagres,4019
2209203,Santa Filomena,6253
2209302,Santa Luz,5860
2209351,Santana do Piauí,4634
2209377,Santa Rosa do Piauí,5257
2209401,Santo Antônio de Lisboa,6415
2209450,Santo Antônio dos Milagres,2161
2209500,Santo Inácio do Piauí,3798
2209559,São Braz do Piauí,4448
2209609,São Félix do Piauí,2942
2209658,São Francisco de Assis do Piauí,5755
2209708,São Francisco do Piauí,6423
2209757,São Gonçalo do Gurguéia,3041
2209807,São Gonçalo do Piauí,5015
2209856,São João da Canabrava,4608
2209872,São João da Fronteira,6042
2209906,São João da Serra,6139
2209955,São João da Varjota,4840
2209971,São João do Arraial,7989
2210003,São João do Piauí,20601
2210052,São José do Divino,5346
2210102,São José do Peixe,3745
2210201,São José do Piauí,6705
2210300,São Julião,6363
2210359,São Lourenço do Piauí,4573
2210375,São Luis do Piauí,2644
2210383,São Miguel da Baixa Grande,2452
2210391,São Miguel do Fidalgo,3039
2210409,São Miguel do Tapuio,17662
2210508,São Pedro do Piauí,14291
2210607,São Raimundo Nonato,34710
2210623,Sebastião Barros,3469
2210631,Sebastião Leal,4294
2210656,Sigefredo Pacheco,10041
2210706,Simões,14633
2210805,Simplício Mendes,12711
2210904,Socorro do Piauí,4569
2210938,Sussuapara,6730
2210953,Tamboril do Piauí,2919
2210979,Tanque do Piauí,2765
2211001,Teresina,864845
2211100,União,44485
2211209,Uruçuí,21558
2211308,Valença do Piauí,20918
2211357,Várzea Branca,4947
2211407,Várzea Grande,4391
2211506,Vera Mendes,3077
2211605,Vila Nova do Piauí,2971
2211704,Wall Ferraz,4462
2300101,Abaiara,11737
2300150,Acarape,14929
2300200,Acaraú,62641
2300309,Acopiara,54270
2300408,Aiuaba,17399
2300507,Alcântaras,11714
2300606,Altaneira,7586
2300705,Alto Santo,17146
2300754,Amontada,43452
2300804,Antonina do Norte,7353
2300903,Apuiarés,14600
